song_id,title,release,artist_name,year
SOCPBKW12A6D4FD471,"Movement I_ Agincourt","Pax Britannica","Test Dept",0
SOBIBVL12AC9072F25,"A better day","Meet The Legends","Tommy Tee",0
SOXSYNW12AB017F61A,"Dungeons Of Wonder",Shadows,"Future Prophecy",1999
SOZJZRA12AB0187AD6,"Ghetto Serenade","Ain't A Damn Thang Changed","WC And The Maad Circle",1991
SOXRSBV12AB017BD21,"Forget Me","Forget Me","Violet Columbus",0
SOTDHHI12A8C13A915,"Use What You Got",Dangerous,"Arsen Shomakhov",2006
SOVPTGJ12D02190F8E,"Me Enamora","La Vida Es Un Ratico",Juanes,2007
SOAMRST12AB018329E,Grace,"For Her","Walter Beasley",0
SOKBSEM12A6D4F982D,"The Gods Made Heavy Metal","Louder Than Hell",Manowar,1996
SOXSJIO12A67ADA6D8,"All I Have","The Beginning Of The End","Sworn Enemy",2006
SOQPYJV12A58A7A9AD,"Enter In","Joe Pace Presents Sunday Morning Service","Joe Pace",0
SOMMREF12A58A7D0E5,"Reign On Me","There Is Joy In The Lord","Cheri Keaggy",0
SOOYURC12A81C22227,Fear,Heat,Marusha,2007
SOCYVRU12A6D4F9264,"The Runaway Brothers",Strangelove,Strangelove,1997
SOIVGVV12A58A7C30C,Sorry,"Smoke Rings In The Dark","Gary Allan",1999
SORHMQG12AB017FDA2,Selfish,"Station Of Nowhere","Stereotypical Working Class",2006
SOHOBIP12AB018B6FC,Xport,Xport,"Yahel & Riko",2008
SOZGKJP12AB018572D,Separados,"Volver A Empezar","Alejandro Lerner",0
SOLPAWW12A8C134DBD,"Way to where",humaNatural,Foy,0
SOBWPJA12AB0181A4A,"Black Skin Sexuality (Single Version)","I Can Dream - EP","Skunk Anansie",0
SOMPXPR12A8C13523D,"This is The Night For Makin' Up","There's No Good In Goodbye","Johnnie Taylor",2003
SOLZGXZ12AB0186A4E,Yesterday,"The Classic Collection  Vol 1","Ace Cannon",0
SOZSYIG12AC468E3C5,Then,Grounded,"Botany Bay",0
SOHBAGE12A8C13CE05,"Todo es mentira","Que grande es esto del amor","Café Quijano",2003
SONIGLI12A8C135EEF,Future,"Honorary Citizen","Peter Tosh",0
SOORZUU12A58A7A543,"It's You","No Baggage","Dolores O'Riordan",2009
SOTMPXH12AB0188B33,Schism,"London & Cologne","John Butcher",0
SOYSSXW12A58A7BC48,"8 AM","Moodlex 24",Moodlex,2004
SOBMRYF12AAA8C6D5F,"Sluggin' For Jesus (Live At The Lyceum)","Live At The Lyceum","Cabaret Voltaire",1981
SORAIGJ12A8C13BDE1,"Bowlegged Charlie","Stuck On The Way Back","David Jacobs-Strain",0
SOEORAI12AB017FE27,"No Me Filosofoques","Rock En Español - Lo Mejor De Cuca",Cuca,0
SOGXAKF12A6D4F601B,"36 Degrees (2006 Digital Remaster)","Placebo - 10th Anniversary Edition",Placebo,0
SONCRRB12A6701FBD8,"Stand By Me","Willy DeVille Live","Deville_ Willy",1996
SOMFESN12A679D8AE8,Awesome,"Eight Arms To Hold You","Veruca Salt",1997
SOXQVRV12A6D4F7F2B,"Deeper Than That","15 Favorites",Shenandoah,1996
SOBQOPC12A81C20DD8,Atras,"Enrique Urquijo Y Los Problemas","Enrique Urquijo Y Los Problemas",0
SODCRAH12AB018AB04,Flying,"The Stones of Naples","Corde Oblique",2009
SOTYEKO12A8C13C569,"Bardzo Wazna Rzecz","Dr. Spikee",Karramba,0
SOFSLON12A8C13C4B2,"Watermelon Man","Soul Explosion","King Curtis",1964
SODXJRD12A8C1451E1,"INCOGNITO: Theme (Reprise)","Cruel Intentions","John Ottman",0
SOBREDZ12AB017EA01,Hymne,"Spectacular Synthesizer Collection Vol. 1","The Synthesizer",0
SONOKOY12A58A7CA70,"Can't Get In","Live In Hamburg","Roger Chapman",1992
SOUXURX12AC9075A99,"Let It Ride (1996 Digital Remaster)","McGuinness Flint","McGuinness Flint",1970
SOJSCUJ12A6D4FBC92,"Sunlight Reprise","The Cloud Room","The Cloud Room",2005
SOWIBFG12A6D4FA615,"Burgundy (Dead Poetic Album Version)","Four Wall Blackmail","Dead Poetic",2002
SOFFXVY12AB017D3D6,"Get Away","T57 Deluxe Edition","Trin-I-Tee 5:7",0
SOLUTMQ12A6D4F7BCF,"Behind The Chain","Golden Grain","Disturbing Tha Peace",2002
SOWPPMH12A8C131C3F,"Rhythm Is Gonna Get You","Smooth Jazz Brown Sugar","Nestor Torres",0
SOEMUUF12A8C14132F,"When I Lay My Burden Down","Blind Joe Taggart Vol. 2 (1929-1934)","Blind Joe Taggart",0
SOLQCZB12AB0188C40,"Hombre De Las Cumbres","Color Humano","Color Humano",0
SOPGJII12A8C138E38,"Your Heart Is Safe With Me","Lyte Funkie Ones","Lyte Funkie Ones",0
SOGRZTS12A8C13A737,"Counting Out Rhyme/What Is Pink","Fast Cats & Mysterious Cows-Songs From America","Patricia Petitbon",0
SOIRDGJ12A8C13DC2C,"Ocean Rain","Live In Liverpool","Echo & The Bunnymen",1984
SOACWZH12A6D4F9A3B,"Sunday Isn't Sunday","The Housemartins - Live At The BBC","The Housemartins",2006
SOZXNUN12AC3DF9F1E,"Baltika 3",Krautschuk,"Kosmo Koslowski",2010
SONNSEX12AC468CB49,"Chanson pour ne rien dire","En vrai","Fred Merpol",0
SOJIDTD12A8C143EBB,Stonegarden,Always,"The Gathering",0
SOBUYMJ12AB0183DC0,"It's All Right (You're Just In Love)","20 Of Their Best","The Tams",0
SOOCSKE12AB0182CA2,"Dont Stop Playing Our Song","Love And Beauty&plus (The Complete Invictus Masters)","Lamont Dozier",0
SOOTPIQ12AB017F4E5,"Take on me",Casual,Casual,0
SOXABEK12A8C142E35,"No Place To Run","Retaliate First","Resistance 77",2001
SOQDKQU12AB0188C0F,"Noso Poro","Aerial Vault","Un Rodo Cora",0
SOHLMJP12A8C13DEAD,Desenchantee,Desenchantee,Siria,0
SOGWWHN12AC3923C18,"Sometimes I'm Happy / Every Time It Rains / I Once Had a Pain in My Belly (medley)","Songs and Stories","Ed McCurdy",0
SOKJNOJ12A8C137ADE,"What We Expected","Carry Yourself","Shout Wellington Air Force",0
SOLATUS12AF72A2267,"100 Ways","Educated Horses","Rob Zombie",2006
SONCCEF12A81C1FEF8,"Livin The Lie",Calibrate,BMovieHeroes,2007
SOSBYUK12A8C13C355,"I'm Not In Love","Mike Francis","Mike Francis",0
SOPPLIR12A81C21227,"Are you Listening?",Angel,"Carmin Turco",0
SOUFRBF12AB0187318,"Ragazzi Del Duemila","W L'Estate",Andrea,0
SOFDBZX12AAF3B1F60,Welk,Mond,"Lunar Aurora",2005
SOGARCM12A8AE48433,"Dark Road","Dark Road","Annie Lennox",2007
SOYZTCS12A8C13C555,"Hoje A Noite Não Tem Luar (Hoy Me Voy Para Mexico)","Felipe Dylon","Felipe Dylon",0
SOUMAAD12AC468B8CE,"Schwingt freudig euch empor"" BWV 36: Zweiter Teil - Chorale (Tenor): ""Der du bist dem Vater gleich","Bach: Cantatas Vol. 18 - Disc 1","Ton Koopman",0
SOTIOTM12AB01900E3,"Jim Webb Medley","American Fantasy","Ferrante & Teicher",0
SOIAFKR12AF72A7E92,"Morte Di Un Prete","La Vera Storia Della Signora Delle Camelie","Ennio Morricone",0
SOSRTGV12A8C137DAA,"Beautiful Isle/Beulah Land/The Unclouded Day (Medley) (Just As I Am Album Version)","Just As I Am","Andy Griffith",0
SOMSYMJ12AB0185A68,"Water In The Well",Fascination,"The Greencards",0
SODVTUO12AB018DC96,"King of Ska?","Into the Darkness_ Into the Moda",Meganoidi,0
SOZNXBJ12A8C133830,Margoth,"Salsa Y Fuego","Sonora Carruseles",1999
SOOIHGP12A8C1469F2,"Let The Wind Blow",Remixed,"Fertile Ground",1999
SODBWSW12AC9097D9D,"Over dance","Dans ma tête à moi",Sera,0
SOVOPHV12A8AE47D51,"Gala Chez Renault - Arbre De Noël Vogue 67 - Le Jongleur (Jim Brisetout)","Intégrale Les Cactus","Jacques Dutronc",0
SOLINXY12AB018362F,"Ka Whawhai Tonu Matou (A Capella)","Ka Whawhai Tonu Matou","Upper Hutt Posse",0
SOFZBOZ12AAFF43356,"Den Generte Dreng","Den Generte Dreng","Rasmus Nøhr",0
SOZVFXI12AC468954E,"Alekum Salem","Cuba Libre","Perez Prado",0
SOLOBSB12A8C141638,"Sound Of Freedom","SOUND OF FREEDOM","Bob Sinclar feat. Gary Pine & Dollarman",2007
SOJQQQF12A6D4F7A98,"Brazil - Geoff Muldaur","Brazil [Silver Screen Edition]","Michael Kamen",1993
SOWFUAW12AB018AD46,"Rock Da Dam (feat. Portformat)",Polyshufflez,"Comfort Fit",2009
SOAKMTG12A81C21138,"Capitalism Stole My Virginity (Album Version)","A New Morning_ Changing Weather","The (International) Noise Conspiracy",0
SOUBBDD12A8C14466A,"Yellowstone Rhythms for bassoon and piano","The Devil in the Flesh","Marc-André Hamelin",0
SOJBMHG12AC468969D,"Si me comprendieras",Palabras,"Omara Portuondo",1996
SOKYJLE12A6D4FCDEC,"Salus Suas Extanderealas Concedit",Victims,Akissforjersey,2008
SOCAASH12A8C139419,Confusion,"1988-1998: Cure for the Common Groove","Dr. Hector & The Groove Injectors",0
SODZXHR12A6701FB4E,"Empty Heart","Backstreets Of Desire","Deville_ Willy",1992
SOZMNJP12A8C1411A1,"Relationships / His & Hers Bathrooms","As It Should Be","Margaret Smith",0
SOJBFSH12A8C13FAC9,"No Special Rider","Washboard Sam Vol. 7 1942-1949","Washboard Sam",0
SOMFUZU12AB0186B55,"Cry (Slam Mix)",Cry,"Dot Allison",0
SOKNNAV12AB018627E,"Climax (Album Version)","Nocturnal Grooves Volume 1 mixed by The Shapeshifters","MARTIJN TEN VELDEN",0
SOHLYHN12A6D4FD71F,"My Inspiration","My Inspiration","Everette Harp",0
SOYXIGE12A8C13FA3F,Zenophile,"Destroy Rock & Roll",Mylo,2004
SOXBDNM12A8C13C34D,"Paid In Ful (Through Jesus_ Amen)","My Favorite Place","Greater Vision",0
SOYSVHX12AB0182804,"We Are Only","Friends Are Ghosts","Taking Pictures",0
SOCDEUL12A58A7BC8A,"Fight Too Much",Sinners,"Justin Hinds And The Dominoes",1993
SOYTDFR12AB018047B,"Voices In The Dark","Greatest Hits","Jermaine Jackson",0
SOFPVZF12A8C13B26E,Ni-Na-Na,Mondo,"Luca Carboni",1995
SOUOUOK12AB01893AF,"Straight Out Da Bottle","Straight Out Da Bottle",G.I.N.,0
SOEERHB12A6D4FE1D9,Chimaera,"St. Matthieu","Mercury Rain",0
SOHWZAG12A8C13AFB8,"Libbie's Song","Gung Ho","Patti Smith",2000
SOQFIZU12A58A7944A,"How Sweet It Is (Album Version)","It's Time","Michael Bublé",2005
SOVJFIW12A8C138A56,"Waiting To Derail","Strangers Almanac [Deluxe Edition]",Whiskeytown,1997
SOIZDFX12A67ADE7E9,"I Slack Well","After School Special","3Rd Alley",0
SOFIPJD12AC95F0434,"Good And Badd In Me","Influenced - The Good And Badd In Me","Edwin Yearwood feat. Iron Tonque",0
SOUJHGG12AB0186163,"My Sweet Lord","Osee Yee",Osibisa,0
SOJTOOM12AB0188052,"Down From Iona","Burger After Church","The Waybacks",2002
SOELNLZ12AB018097F,"Guide Me O Thou Great Jehovah","Public Enemies","Indian Bottom Association Old Regular Baptists / Elliot Goldenthal",2009
SOGSEYX12A6D4F74E2,"I'm Gonna Be King","New Masters","Cat Stevens",1967
SOANGFG12AB018784D,"Better Off Now",Confessions,Pillar,2009
SOKQHAQ12A8C14209D,"Gone Gone Gone","What the Hell Was I Thinking","Hasil Adkins",1997
SOHNBPL12A8C137A5D,"Voy A Estar","Cerca Del Mar","Un Kuartito",2007
SOFDHGF12A8C134702,"Roof Access","Okul Orijinal Film Müzigi","Kevin Moore",0
SOSEDXY12AB017AFAB,"Soul's Humility (Stochastic Theory Mix)","All of White Horizons (bonus disc)","Agonised By Love",2005
SOFGUSZ12A6D4FA421,"En Mi Mundo","Lo Basico","Gary Hobbs",0
SOMBILC12A8C137C0B,"Norm Ad","The Great Collapse","Fear My Thoughts",2004
SOOHQMP12A6D4FB01F,"Baby I Miss You","Save The Planet","Black Rain",0
SODZANS12A8C1392F3,"The Boat Song","The Boat Song","Jeremy Warmsley",2008
SOBGGRR12A8AE493F8,"Life in black",Inhumanity,"MORS PRINCIPIUM EST",2003
SONZRBH12AB018A3ED,"Tendrán Que Retirarse","Kilates 2ndo Impacto: El Silencio Que Duele","Ghetto & Gangsta",0
SOKJEMW12AB01810AC,Earthquake,"Lets Get Out Of This Terrible Sandwich Shop","Lets Get Out Of This Terrible Sandwich Shop",2006
SOMIFJG12A8C132A71,"I Got That","All Money Is Legal","Amil (featuring Beyoncé of Destiny's Child)",2000
SOOPGKL12A58A7E774,"The Sound Of Someone You Love Who's Going Away And It Doesn't Matter (2008 Digital Remaster)","Music From The Penguin Cafe","Penguin Café Orchestra",1976
SONQSNE12AB018BD29,"Angry Youth","No Cause For Concern","Vice Squad",2000
SOLKQQA12AB0185B27,"Who Will Save Your Soul","The Essential Live Songbook",Jewel,0
SOVYJLX12A6D4FAAB7,"Set Us Free","Free So Free","J Mascis",0
SOOHVAX12AB0182352,"Straight (Feat Theresa Andersson)","Some Assembly Required","Assembly of Dust",2009
SOJYRML12AB017A83B,"My Home Is In a Southern Town","New Orleans Jazz  (Henry Allen - Louis Armstrong - Jelly Roll Morton - Zutty Singleton 1940)","Jelly Roll Morton's Hot Seven",0
SOVDYLR12AB018A3FF,"Mi Torero Tiene Gafas","Los Grandisimos Exitos De Los Chanlas","No Me Pises Que Llevo Chanclas",1996
SOPLKYY12AB018A4FD,"Only Sixteen","Tribute to the Late_ Great Coxone Dodd","Cornell Campbell",0
SOUSQAT12A8C131F91,"Homeward Bound (1999 Digital Remaster)","The Best Of Cher (The Imperial Recordings: 1965-1968)",Cher,0
SOVBPBP12A6D4F8819,"Music Business (Explicit)","Violent Demise: The Last Days","Body Count",1997
SOVDNLR12AB0185B0A,"Rockabilly Rumble","Torture Garden",HELLBILLYS,0
SOPWLOR12A8C13F695,"Crystal Mountain [Demo]",Symbolic,DEATH,0
SOGBLSB12A8C13E5FE,"3 Way Accumulator","A Heavy Nite With&","Relaxed Muscle",0
SOGNLRU12AB0184A1B,"I Know A Place","12""s Of Pleasure - Part III",Katalyst,2007
SOIXEPI12A8C14272C,Snygg,Snygg,Default,0
SORNFOC12A8C138505,"Choose To Care","Choose To Care Remixes",Missill,0
SOBGXNL12AB0188A70,"All Her Life","All Her Life","Union Wireless",0
SONEEIG12AB0185E7F,"World's Gon' Hav 2 Wait (Reprise)","At The Corner of Broadway + Soul","Billy Porter",0
SOSFOVR12AAF3B5FBB,"L'Amore E Basta!",Gaetana,"Giusy Ferreri feat. Tiziano Ferro",2008
SOQSNIG12AB0182BB1,"Take Me Home Tonight","Make Me Happy","Cooly's Hot Box",0
SOVYGUH12A8C13D291,"All Night Long","Weiser Sunrise","Foghorn Stringband",2005
SOSPXZF12A8C13B9AC,"Gimme More","Discover My Soul",H-Blockx,1996
SOWBPOR12A5891F815,"Make A Difference","Organic Music For A Digitial World","DL Incognito",2006
SOXZXIV12A8C1449F2,"Stand By Me","Got You Covered","Eric Marienthal",2005
SODZKXN12A6D4FCEE3,Contigo,Grande,"Los Galvan",0
SOUEEJS12A8C132DED,"Horn Concerto No. 6 in E flat (1996 Digital Remaster): III.     Rondo (Moderato)","Barry Tuckwell: Horn Concertos","Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner",0
SOPKFSI12AB018B805,"Blue Tango","The Golden Instrumentals","Billy Vaughn And His Orchestra",0
SOKMYEQ12A8C142B6C,"Livin' It","Livin' It","Brian Melo",2007
SOOZVEM12AB017FFD1,"Sliding Down A Stream","Faster_ Cheaper & Better Looking",Chelsea,2005
SORFKDX12A8AE45E8C,"Loco (Latin Quarter Version)","A-sides_ B-sides and Rarities","Fun Lovin' Criminals",2001
SOMNLIY12AB01873E1,Tanzdiktator,"Mädchen in Uniform",Nachtmahr,2009
SONDRRH12A58A80A50,"My Own Way To Rock","My Own Way To Rock","Burton Cummings",1977
SOLXUZH12A6D4FB29E,"Who Is Tanya",Rebelution,"Tanya Stephens",2006
SOUNBBP12AB0189245,"Pop Killer",Popkiller,Gun,0
SOULARE12A8AE4636F,"Ebrio de trementina","Poemas de amor","madrugá flamenca",0
SOHDGDP12A8C143F56,"Hold Me Down (Album Version)","Commit This To Memory","Motion City Soundtrack",2005
SONUHLD12AB018B93E,Unite,Reaching,Larue,2002
SOIBUMT12A8AE47A2D,"Let's Make A New Dope Deal (LP Version)","Let's Make a New Dope Deal","Cheech And Chong",1980
SOMFQWY12A8C145444,"How Far To Fall","Dark Angel","The Reasoning",2008
SODWEAR12AB0184DE8,"Arcane [B-Complex Remix]",Arcane,"New Education",0
SOCXUBK12AAF3B239E,"Somebody Stole My Gal (2005 Digital Remaster)","Greatest Hits","Mel Blanc",0
SOWDETG12AB0182B59,"Hollow Pt 1","The World Outside","Eyes Set to Kill",2009
SOGYTNS12CF5F880D2,"Sea Of Sorrow","Discover Alice In Chains","Alice In Chains",1989
SOGVYFD12AB01874DE,"Shouting In A Bucket Blues (BBC Radio One's ''In Concert'' 23/10/76)","Yes We Have No Mananas (With Bonus Tracks)","Kevin Ayers",0
SOGDIAF12A8C145007,"Life Circles (Samsara Mix)","The Enlightened Ape",Shakta,1999
SORTGQK12AB017F898,"The Fast Lane","Double Time","Béla Fleck",1984
SOYCYAG12A8C135242,"Rip Off Culture","Being And Nothingness In Kostabi's Atelier","Siiri Sisask/Peeter Vähi",0
SOLAWCZ12A8C13A0E6,"The Body And The Blood (The Best Of Janet Paschal)","The Best Of Janet Paschal","Janet Paschal",0
SOYERPV12AC468C684,"Coolbrow Cathartonica","Zero Live","Daevid Allen",0
SOJJRLD12A8C13F0EB,"Lettere Da Sparo",Gamera,Amari,0
SOYRQNR12AB018FD71,"Night Of The Vampire",Entombed,Entombed,1997
SOOHIZE12A8C13BC71,"Abandon Your Hope","Death Pop Romance",RAUNCHY,2006
SOOWMOK12AC468B8F5,64:18,Audio_Data_Bank,"Team Doyobi",2010
SOBUTYQ12AC3DF829C,"We Are The People (Wawa Club Remix - UK Edit)","101 Running Songs","Empire Of The Sun",0
SOXQKZM12AB018D3D0,"Det Er Makt I De Foldede Hender","Himmelske Perler","Mons Leidvin Takle",0
SOGROHQ12AC4686361,"The Feeling","The Feeling","Dabruck & Klein feat. Michael Feiner",2010
SOTKCVE12AB0184A2B,"Eiti Leda",Superheroe,"Serú Girán",1978
SOGMLPT12A58A78925,"Children of God's Fire","Children of God's Fire",Cipher,0
SOLLSZO12A81C21892,"I Confess",Chrome,"Catherine Wheel",1993
SOQINFM12AB0188888,"Pas grand-chose",Plumonymes,"Plume Latraverse",2008
SOHMJVM12A8C133168,"Always Share","Daryll-Ann Weeps",Daryll-Ann,1996
SOCKKSH12AB0182625,"Primary Attack","Negative FX/Last Rights","Negative FX & Last Rights",0
SOTPPGV12AB0183AC3,"Treading Water (Unreleased)","The Scars to Prove It","The Jazz June",2007
SOMVORT12AB01812B0,"Message In A Bottle",Certifiable,"The Police",1979
SOUASGG12A6D4F8A21,Contact,"Friends Reunited: Music Of The Year 1979","Edwin Starr",1978
SOXDNEH12AB0187E60,"Big West Coastin'","Subnoize Souljaz: In the Trenches V.4 The Best of Saint Dog","Saint Dog",0
SOMXDQJ12AB0188E7B,"Beatbox Rocker","Beatbox Rocker",Westbam,1999
SOQWVCL12A58A80D8A,"Aim Not at the Kingdom High","Infernal Depths of Hatred",Anata,1998
SOFVMST12AB01835EB,"Candela (Original Mix)","Run 4 Number One",Mastiksoul,0
SOTOESM12A6D4F84A1,"Montréal","Le Coeur Dans La Tête","Ariane Moffatt",2005
SODMRBF12A58A7A49D,"Tomorrow's Gone (And So Are You)","Electric Bird Digest","Young Fresh Fellows",1991
SOAVXDD12A6D4F8B4A,"I'm Your Man  (LP Version)","Rhino Hi-Five: All-4-One",All-4-One,0
SOHDXWO12A6D4FDF3C,"Dame Una Oportunidad","...Un Tablazo!","La Makina",0
SOJAYCO12AB0184B65,"Nobody's Child","Nothing Sacred","Laaz Rockit",1991
SOKXOUB12AB0180B9A,"Limbo Rock","Karaoke: Sing Like Chubby Checker - Singing to the Hits","Chubby Checker",1961
SOOAHQZ12A58A7FED3,"I'll Be Home For Christmas (Album Version)",Noel,"Josh Groban",0
SOHXYDF12A58A7E2CE,"Ramble on the Love Duet","Aria: Opera Without Words","Jean-Yves Thibaudet",0
SOZIWXH12A8C13C2FB,"Venere Non Ritorna","Grand Master Mogol",Amari,0
SOYILDD12AB018A759,"Se davvero lo volevi","Nel sole","Scarlet Diva",0
SOMQALT12AB0186BA2,"St James Infirmary","Scats_ Sings And Swings","Cab Calloway",1998
SOHPCIN12A6D4F6824,"It's Not For Me","25 Greatest Hits","Little Anthony & The Imperials",1989
SOFFZMC12A8C1397F3,"O Jul Med Din Glede","Ole Erlings Bedste Hammond Jul","Ole Erling",0
SOONKDZ12AC3DF46FD,"Spiritlevel Windowsill","Sweeter Than The Radio","Icecream Hands",1999
SOYCZJF12A6D4FC2DD,"Yaka Nainu Miziki","Merveilles Du Passe Volume II","Grand Kalle Et l'African Jazz",0
SOIIKRV12A6D4FA1E7,Dime,Soy,Cynthia,0
SOXIRZO12A8C1357F3,"Got My Mind Set On You (Live) (2004 Digital Remaster)","Live In Japan","George Harrison",0
SOKFNBL12AF72A1A41,"Head Rolls Off","Head Rolls Off","Frightened Rabbit",2008
SOWMKBU12A8C14350B,"I'm Yours To Lose","Sinners International",Zeromancer,2007
SOTYEKX12A6D4FBB04,Temptation,"Independents Day ID08","Jarvis Cocker & Beth Ditto",2008
SODAWNR12A8AE45AC5,"Rudram_ From Yajur Veda [Opening Meditation]","Shabda Yoga","Russill Paul",0
SOLYDYV12A8C131581,"Jana Gana Mana","Jana Gana Mana","AR Rahman",0
SOOXAYO12A8C1392D9,Polly,"Not Going Anywhere","Keren Ann",2003
SOCGAXH12A58A78462,"More Than Yesterday","Irish Dreamin'","Brian Dullaghan",0
SOVZWWH12A8C13D328,"Look Of Love (Remix)","Fan-Tas-Tic Vol. 1","Slum Village",1997
SOETWCU12AB018ABAE,"I Wanna Play House With You","One Hour With Eddy Arnold","Eddy Arnold",1989
SOGKXPS12A8C13F1F8,"La Bastille","Les Chansons d'Amour (Deluxe Edition)","Ludivine Sagnier_Jean-marie Wilning_Alice Butaud_Chiara Mastroianni_Brigitte Rouan",0
SOEJHCI12A58A79136,Sex-Eye-Make-Up,"Blue Sunshine","The Glove",1983
SOVLTGT12A8C132A08,"Maloney The Rolling Mill Man","Far From The Shamrock Shore","Mick Moloney",0
SOUOKIT12A81C205A1,Stranger,"Then Comes The Sun",Elisa,0
SOYCBHG12AB0189F68,"Wedding Day","Birthday of Bless You","Inca Ore",0
SONZJRZ12AB0184D42,"Scratchy Noise","Ninja Cuts - Flexistentialism","The Herbaliser",1995
SODDZJM12A6D4FBA6A,"Lôro","In Montreal","Charlie Haden_ Egberto Gismonti",2001
SOFFIID12A6D4F6C4F,"Belen Garcia","Canta Corridos","Chalino Sanchez",0
SOPPUQB12A8C139493,"When The Snow Is On The Roses","The Very Best Of Ed Ames","Ed Ames",0
SOVRPRT12A8C13BE5B,"Muistojeni Julia","20 Suosikkia / Olen suomalainen","Kari Tapio",1995
SONPPFL12AB0182EA9,"Exaltacao A Mangueira","Carnaval Brésilien - Brazilian Carnival (1930-1956)",Jamelao,0
SONMRYZ12A8C132A62,"Mery Hery a dva revolvery",Banany,"Pavel Dobes",0
SOAATLI12A8C13E319,"Love Don't Live Here Anymore","Rhino Hi-Five: Rose Royce","Rose Royce",1978
SOPWPNL12A8C13E13F,"I Can Dream_ Can't I","An American Songbird In Paris","Jane Morgan",0
SOZATXS12A8C13D32E,"Easy on Your Eyes",Pedals,"The Aluminum Group",1999
SOEKIHM12A58A794BB,"Slow Love ( LP Version )","Sign 'O' The Times",Prince,0
SOBKDTO12AC3DF81EF,Boredom,"The Lovin' Spoonful Volume 2","The Lovin' Spoonful",1967
SOMMHCN12AB01866C2,"Walking Away",Anything,"Kinnie Starr",2006
SONANGC12AB017C0E9,"Bruises and Change","A Dime At a Time","Lorrie Matheson",0
SOMHWWY12AAF3B56B7,"I Don't Mind",Combo,"Giuliano Palma & The Bluebeaters",2009
SOFAKEH12AB01817EA,"Crystal Visions","A Brief History Of Love","The Big Pink",2009
SOSEWZH12A6D4FCB0A,"Ready For Your Love","It's Magic","Buddy Greco",0
SOGSKEI12A6D4FDEA2,"Christine Sixteen","Kiss My Grass","Hayseed Dixie",2003
SOAZHNJ12A6D4F9930,"Baby Did A Bad Bad Thing (LP Version)","Forever Blue","Chris Isaak",1995
SOEEETZ12A8AE45AF8,"New Vibration (LP Version)",Fearless,"Francis Dunnery",1994
SODHUUG12A58A7B2F9,Banga,"Coup d'Yah Remixes Volume 3","Sub Swara featuring MC Coppa",2008
SOABQMN12AB018218C,"Cannonball Rag","The Hallmark Sessions","Lenny Breau",0
SOESNPE12A58810E21,"Only God Can Help Me Now","Soul Speak","Michael McDonald",0
SONRVQP12A8C13FC10,"Fan It (Take B)","Frankie 'Half-Pint' Jaxon Vol. 1 1926-1929","Frankie 'Half-Pint' Jaxon",0
SOWEJTN12AB017D969,"Me and You (feat. Haydon)",Wretchrospective,"Wretch 32_ Haydon",0
SOHXXFQ12AB01873A1,"Los peces en el rio",Villancicos,"La Pandilla",0
SOAUMSC12AB0182EC0,"You play for us today",Malesch,"Agitation Free",1972
SOCIADC12A6D4FB04A,"Give Me Tonight","Give Me Tonight 2000 A.D.",Shannon,0
SOXDAMQ12AB01885FD,Shuffletown,"Country Hits Vol. 6","Jimmie Widener",2005
SOGPADM12AB018BB4C,Adrift,"The Muse Awakens","Happy The Man",2004
SOVUAKP12A8C13BF0B,"Kaikki tietää","Suomi Huiput",XL5,0
SOITQKK12AB01818E8,"The Laurels Of Erotomania","Love Comes Close","Cold Cave",2009
SOKSTVS12A8C13A6F1,"Tico tico","Ciência da festa","Sérgio Cassiano",0
SOKKLZA12A8C13F4A4,"Black Gold","Black Gold","Stereo MCs",2008
SOOJQUB12AB01888B7,"Hit The Floor","Music To Driveby","CMW - Compton's Most Wanted",1992
SOLAVZM12A58A7E54A,Jealous,"Man Overboard","Bob Welch",0
SOSCOET12A8C1393B2,"Oj Simpson House Auction","I Am The Day of Current Taste","Roadside Monument",0
SOIUSXK12AB017C4A0,"Fun Bohemian","Fun Bohemian","Sandy Resek",0
SOSFXCS12A8C132C74,"You Know_ Dear","Castanets Live at The Casbah 03/27/2005",Castanets,0
SOASENU12A8C1339EB,Genetic,"The Podcast Annual 2007","Gareth Emery",0
SOQAZMW12AC90717D6,"Girls Of Glass","The Cleansing","Suicide Silence",2007
SOEXATN12A8C130D0A,"Just The Same Sweet Thing To Me","Delmore Brothers Volume 2_ CD B","Delmore brothers",0
SOAVSVL12AB017FE70,"Explosion (the anthem)","Explosion (the anthem)","Philippe Rochard and Max B. Grant",0
SOMBYUJ12A8C1431F8,Grannen,"Äntligen","Peps Blodsband",2005
SOCJFRR12AB018A03F,"Let's Go","Juke Trax Online Vol. 4","DJ Rashad",0
SOQZWVI12A6D4F77D8,"Sun and Rain (hausmeister mix)","Sun And Rain","Tenfold Loadstar",2004
SOEVMHI12AC468CA73,"Pu Yi Hu Die","Seven Years","Alex Fong",0
SONAHFL12AB018362D,"Disappearing Act","Nights To Remember",Shalamar,2004
SOWPSKS12A8C141B70,"Opus One","Sentimental Swing","Tommy Dorsey",0
SOQVWDA12A8C142DA0,"Die With Us",PNAU,Pnau,2007
SOLNINZ12AB017DE08,"100 Mal Am Tag","100 Mal Am Tag",Ohrbooten,2009
